1.321203708648681641e-01,2.870047092437744141e-01,4.123237729072570801e-01,3.950822353363037109e-01
2.557396888732910156e-02,3.320811390876770020e-01,4.642459154129028320e-01,8.367455005645751953e-02
6.195425987243652344e-03,-7.536381483078002930e-02,1.172262430191040039e-01,1.664274930953979492e-01
-1.431956291198730469e-01,1.407327055931091309e-01,-2.810658812522888184e-01,2.262966036796569824e-01
-2.338593602180480957e-01,-2.811837196350097656e-02,-2.156354188919067383e-01,3.192644119262695312e-01
-2.531028389930725098e-01,-2.371718287467956543e-01,-4.124824404716491699e-01,-1.272165775299072266e-01
4.621565341949462891e-03,-3.868671059608459473e-01,3.870872855186462402e-01,1.681983470916748047e-02
1.649507880210876465e-01,-2.733770012855529785e-01,-7.423496246337890625e-02,-9.352964162826538086e-02
-4.108911752700805664e-01,-3.633540868759155273e-01,-3.067538738250732422e-01,7.277822494506835938e-02
-2.105737328529357910e-01,4.833915829658508301e-01,-2.086099386215209961e-01,-4.497209787368774414e-01
###
-2.476239800453186035e-01,-7.829575985670089722e-02,6.321993470191955566e-02,1.232670024037361145e-01,7.394073903560638428e-02,-2.718451023101806641e-01,3.691205289214849472e-03,1.684349030256271362e-01,-5.708115547895431519e-02,2.012796550989151001e-01
-2.388119697570800781e-01,-2.112665623426437378e-01,-1.453577280044555664e-01,2.886441946029663086e-01,-1.895112693309783936e-01,-7.414871454238891602e-02,-2.501779794692993164e-01,-1.152191217988729477e-02,2.210006415843963623e-01,9.346058219671249390e-02
-1.193910390138626099e-01,-1.375331580638885498e-01,2.036474496126174927e-01,-1.714753806591033936e-01,1.661558002233505249e-01,3.137309849262237549e-01,-2.979142963886260986e-01,1.813047230243682861e-01,2.664412856101989746e-01,-1.644831448793411255e-01
1.366142928600311279e-01,-2.437692433595657349e-01,-1.445283833891153336e-02,-1.211189702153205872e-01,-8.413454145193099976e-02,3.151610121130943298e-02,8.712178468704223633e-02,-1.314372476190328598e-02,2.746349200606346130e-02,-2.482229918241500854e-01
-2.493831217288970947e-01,4.509915038943290710e-02,1.690623760223388672e-01,2.711426317691802979e-01,-1.247506514191627502e-01,1.808589547872543335e-01,-2.077282667160034180e-01,1.224483996629714966e-01,-9.613004326820373535e-02,-1.364728529006242752e-02
-2.307587414979934692e-01,-2.132712006568908691e-01,1.219195872545242310e-01,-3.151505291461944580e-01,2.421623170375823975e-01,-1.257016360759735107e-01,-1.127906590700149536e-01,2.288425117731094360e-01,-1.396201923489570618e-02,4.974598065018653870e-02
7.277310639619827271e-02,-2.937213480472564697e-01,-8.515421301126480103e-02,-1.880319118499755859e-01,1.958457008004188538e-02,-2.068580240011215210e-01,-2.209943085908889771e-01,-3.578004240989685059e-02,-1.987587958574295044e-01,-1.187119632959365845e-01
1.050408557057380676e-02,-9.786705486476421356e-03,2.329908013343811035e-01,-2.737266719341278076e-01,-1.887363754212856293e-02,4.117392003536224365e-02,2.472488582134246826e-01,2.179170101881027222e-01,-2.146203815937042236e-01,-6.418158859014511108e-02
2.223660796880722046e-01,-1.551247835159301758e-01,-6.676547974348068237e-02,-3.086259663105010986e-01,-2.554978728294372559e-01,8.169797807931900024e-02,-2.834568321704864502e-01,3.086056709289550781e-01,-2.973686158657073975e-01,-2.395484596490859985e-01
2.070266455411911011e-01,1.339276731014251709e-01,-1.392616629600524902e-01,-2.520983219146728516e-01,7.370223104953765869e-02,-1.500160843133926392e-01,2.790432870388031006e-01,1.058653295040130615e-01,-2.784675955772399902e-01,9.365785121917724609e-02
###
-8.146723359823226929e-02,-5.692161992192268372e-02,-2.220833860337734222e-02,-5.313986912369728088e-02,2.538121640682220459e-01,2.634493820369243622e-02,-1.880036890506744385e-01,-2.543603479862213135e-01,2.389653623104095459e-01,7.188849896192550659e-02
-2.192942053079605103e-01,-4.693055897951126099e-02,-7.703451812267303467e-02,-2.701364159584045410e-01,3.019304275512695312e-01,2.193671464920043945e-01,-2.620362639427185059e-01,2.797055840492248535e-01,-1.842024475336074829e-01,2.897299230098724365e-01
-2.801559567451477051e-01,6.245015561580657959e-02,-1.094812527298927307e-01,-2.634291350841522217e-01,2.011269330978393555e-01,7.686292380094528198e-02,-2.578170597553253174e-01,1.146171316504478455e-01,2.048248201608657837e-01,-1.433761715888977051e-01
2.073127627372741699e-01,2.749156951904296875e-01,-6.072961166501045227e-02,-1.166692227125167847e-01,-2.710306830704212189e-02,2.445159107446670532e-01,1.693385839462280273e-01,1.394732147455215454e-01,-1.868173480033874512e-01,-1.124874949455261230e-01
-1.277795135974884033e-01,1.959832161664962769e-01,5.649307742714881897e-02,-1.720311865210533142e-02,-8.979346603155136108e-02,-1.750485599040985107e-01,-2.548742592334747314e-01,1.426804577931761742e-03,-2.047923207283020020e-01,-4.890442639589309692e-02
-7.952902466058731079e-02,1.571293771266937256e-01,1.387137323617935181e-01,1.153684034943580627e-01,-2.429611235857009888e-01,-6.176579743623733521e-02,-2.012796550989151001e-01,-1.175818368792533875e-01,9.552918374538421631e-02,2.972843050956726074e-01
-1.385772973299026489e-01,-9.608533233404159546e-02,-2.075941711664199829e-01,-8.431330323219299316e-02,1.266918033361434937e-01,8.954474329948425293e-02,-2.180625870823860168e-02,1.435104757547378540e-01,-2.493720054626464844e-01,-1.496567204594612122e-02
1.169806793332099915e-01,2.233994007110595703e-01,-1.641826182603836060e-01,-1.520597785711288452e-01,2.171969562768936157e-01,-5.608278140425682068e-02,-6.075219437479972839e-02,-2.546949982643127441e-01,2.674944400787353516e-01,-3.153600990772247314e-01
1.098509877920150757e-01,9.070634841918945312e-02,1.478983014822006226e-01,-2.334519028663635254e-01,-1.405310779809951782e-01,-6.737919151782989502e-02,-1.941477060317993164e-01,-1.850156486034393311e-01,1.756160110235214233e-01,2.419626712799072266e-01
-1.857175678014755249e-01,2.837648987770080566e-01,2.934095263481140137e-01,-2.779654264450073242e-01,1.304099559783935547e-01,-7.964045554399490356e-02,-2.730470299720764160e-01,-1.172560900449752808e-01,1.253623962402343750e-01,3.009126484394073486e-01
###
-5.615708231925964355e-02,-1.324514895677566528e-01,-2.644567489624023438e-01,1.948746144771575928e-01,-7.033959776163101196e-02,2.860315144062042236e-01,-1.574560999870300293e-01,2.516080141067504883e-01,-2.283942103385925293e-01,1.961778551340103149e-01
-1.723219454288482666e-01,-1.747085601091384888e-01,2.319270968437194824e-01,1.816197931766510010e-01,1.155252978205680847e-01,-1.457089036703109741e-01,2.108239233493804932e-01,-1.629180312156677246e-01,1.662241071462631226e-01,4.043392091989517212e-02
2.694362998008728027e-01,-2.902845740318298340e-01,-1.351054608821868896e-01,-8.677372336387634277e-02,-2.341641932725906372e-01,-3.132969737052917480e-01,3.695208579301834106e-02,2.286045253276824951e-01,2.327417284250259399e-01,1.939624249935150146e-01
1.817873269319534302e-01,2.643273174762725830e-01,2.036837190389633179e-01,3.592852968722581863e-03,2.360100448131561279e-01,-2.192134112119674683e-01,-7.789137959480285645e-02,2.029554098844528198e-01,6.300298869609832764e-02,5.268180742859840393e-02
-1.032115519046783447e-01,3.188448026776313782e-02,5.669208243489265442e-02,7.244329154491424561e-02,4.033911228179931641e-02,-1.027288362383842468e-01,-2.917113304138183594e-01,2.042478621006011963e-01,-2.554066665470600128e-02,1.543635725975036621e-01
-1.491319760680198669e-02,-1.426523029804229736e-01,2.284402400255203247e-01,-1.568952351808547974e-01,1.945973485708236694e-01,-1.955562978982925415e-01,6.373039633035659790e-02,-1.608948558568954468e-01,-2.708503603935241699e-01,4.420270770788192749e-02
2.898799180984497070e-01,1.306414157152175903e-01,-2.101037502288818359e-01,1.364932507276535034e-01,2.739520370960235596e-01,2.717409050092101097e-03,-5.565080791711807251e-02,-2.058217972517013550e-01,1.811143159866333008e-01,-1.539376229047775269e-01
-9.026569873094558716e-02,-2.795911729335784912e-01,8.264055848121643066e-02,-8.742038160562515259e-03,-2.903352081775665283e-01,-2.898445725440979004e-01,2.671481072902679443e-01,-1.435243934392929077e-01,-2.388811856508255005e-01,-1.414691358804702759e-01
2.139823883771896362e-01,-2.506406009197235107e-01,-6.123550981283187866e-02,-2.345055043697357178e-01,2.082983553409576416e-01,2.676222324371337891e-01,-3.162151277065277100e-01,-1.008756738156080246e-02,2.564469277858734131e-01,-2.194095253944396973e-01
-1.930981278419494629e-01,5.844029411673545837e-02,2.811495661735534668e-01,-3.145113289356231689e-01,-1.347427368164062500e-01,-2.468373924493789673e-01,-3.155587017536163330e-01,-1.525296363979578018e-02,6.891527771949768066e-02,6.705906242132186890e-02
###
-8.324266225099563599e-02,-7.063189987093210220e-03,-1.120743006467819214e-01,-2.721073627471923828e-01,1.211709156632423401e-01,-2.868423759937286377e-01,-2.179694473743438721e-01,2.757144272327423096e-01,1.914994269609451294e-01,-3.134443461894989014e-01
2.788026928901672363e-01,-6.923449784517288208e-02,3.105248510837554932e-01,1.922218203544616699e-01,3.017094135284423828e-01,-1.559911072254180908e-01,-2.171193659305572510e-01,6.390972062945365906e-03,-9.412258514203131199e-04,-1.297614872455596924e-01
1.688292920589447021e-01,1.736032813787460327e-01,-1.990837901830673218e-01,-3.009658157825469971e-01,-1.792119592428207397e-01,3.056629002094268799e-01,-1.747490465641021729e-01,-2.315489947795867920e-01,1.736781448125839233e-01,1.751364320516586304e-01
-2.083797454833984375e-01,-2.560641467571258545e-01,-8.493146300315856934e-02,2.529318332672119141e-01,-2.394840419292449951e-01,-3.029580228030681610e-03,2.001831531524658203e-01,-2.057920843362808228e-01,-6.031848490238189697e-02,1.667559146881103516e-01
-2.285531461238861084e-01,3.472033143043518066e-02,-1.043484285473823547e-01,-8.766564726829528809e-02,-2.745136022567749023e-01,3.038751482963562012e-01,-1.475952118635177612e-01,-1.916706562042236328e-01,1.047536358237266541e-01,-2.165367603302001953e-01
-3.112126588821411133e-01,-2.736015915870666504e-01,2.263588309288024902e-01,-1.647005081176757812e-01,-9.262660890817642212e-02,2.319146841764450073e-01,2.000276893377304077e-01,3.074790835380554199e-01,1.017202883958816528e-01,-5.740241333842277527e-02
3.058038651943206787e-01,-1.638258099555969238e-01,2.560574412345886230e-01,-1.902968138456344604e-01,-1.630426496267318726e-01,-1.110264286398887634e-02,1.783364713191986084e-01,2.803167104721069336e-01,-3.117910921573638916e-01,1.913535743951797485e-01
7.475213706493377686e-02,1.647959947586059570e-01,-7.379006594419479370e-02,3.131645545363426208e-02,3.277470171451568604e-02,-2.726409435272216797e-01,2.142174392938613892e-01,2.778713703155517578e-01,-1.830587387084960938e-01,-6.925715506076812744e-02
-6.620933115482330322e-02,2.431708760559558868e-02,2.680493593215942383e-01,1.068287938833236694e-01,2.626290321350097656e-01,2.944835424423217773e-01,-1.348543614149093628e-01,-1.483350098133087158e-01,-1.041121780872344971e-01,5.034925043582916260e-02
-1.349520683288574219e-01,-6.681384146213531494e-02,-3.081477582454681396e-01,-1.051151156425476074e-01,-3.043668270111083984e-01,5.260124802589416504e-02,8.869496732950210571e-02,-2.770035564899444580e-01,-2.251758873462677002e-01,-2.489142864942550659e-01
###
1.782881170511245728e-01,2.217079550027847290e-01,-2.872458696365356445e-01,1.395239531993865967e-01,-5.365500226616859436e-02,6.547019630670547485e-02,2.209422588348388672e-01,-1.233068108558654785e-01,2.441912293434143066e-01,-2.301203310489654541e-01
2.900883257389068604e-01,2.711331248283386230e-01,-7.020750641822814941e-02,1.527738422155380249e-01,1.474624723196029663e-01,-8.309066295623779297e-02,7.997898012399673462e-02,1.650175303220748901e-01,1.024102196097373962e-01,4.653729964047670364e-03
